Text Instruction,Label
Mark and determine where the fibrosis is located in this image.,Both
"Please map the apoptosis, we need the data.",Segmentation
Find out if there are hypertrophys or not. Locate them if there is any present.,Both
Identify and analyze and highlight the cell detection to improve detection.,Both
Can you map the apoptosis in this picture?,Segmentation
We need to encircle and categorize the hyperplasia for further analysis.,Both
"Your task is to encircle the tumor necrosis, can you do it?",Segmentation
We need to determine the tubules for further analysis.,Classification
"Sketch and indicate the sheets, making it clearer.",Segmentation
Observe the calcification and label it properly.,Classification
"Observe and spot and recognize the sheets, noting key features.",Both
"Help us encircle the necrosis, it's important.",Segmentation
Your objective is to identify and analyze the pleomorphism efficiently.,Both
Locate the cytoplasmic atypia and label it properly.,Segmentation
"Your task is to assess the dysplasia, can you do it?",Classification
Judge and highlight the fibrosis to improve detection.,Classification
"Is there any {obj} in the region? If yes, mark out. where the fibrosis is located in this image.",Both
Your objective is to highlight the lymphocytic infiltrate efficiently.,Segmentation
Scan the image and assess the granulation tissue accurately.,Classification
"Find, then delimit the granulation tissue for classification.",Segmentation
"Help us identify the ulcer, it's important.",Segmentation
Locate and check where the er negative is located in this image.,Both
Circle the mucin and label it properly.,Segmentation
Distinguish and determine the correct boundaries of the invasive carcinoma.,Classification
Outline and verify the exact location of the mitosis in the given scene.,Both
Analyze the image and recognize where the metaplasia is.,Classification
Scan the image and highlight the carcinoma in situ accurately.,Segmentation
Your objective is to categorize the lymphocytic infiltrate efficiently.,Classification
"Please determine the metaplasia, we need the data.",Classification
Diagnose the area containing the blood cells with precision.,Classification
Your objective is to highlight and confirm the er positive efficiently.,Both
Highlight the atypia and label it properly.,Segmentation
"Find, then mark and determine the hyalinization for classification.",Both
Your objective is to identify and analyze the edema efficiently.,Both
Observe where the lymphocytic infiltrate is located in this image.,Classification
Find out if there are {obj}s or not. Locate them if there is any present. the area containing the lymphocytic infiltrate with precision.,Both
Find out where the tumor is located in this image.,Classification
"Find, then recognize the dysplasia for classification.",Classification
Your objective is to observe the lymphocytic infiltrate efficiently.,Classification
"Is there any necrosis in the region? If yes, mark out.",Classification
We need to trace the invasive carcinoma for further analysis.,Segmentation
Outline the exact location of the blood cells in the given scene.,Segmentation
Identify and analyze the area containing the hyperplasia with precision.,Both
Determine the mitosis.,Classification
Analyze the image and check where the cytoplasmic atypia is.,Classification
Identify and highlight the blood cells to improve detection.,Segmentation
"Please verify the invasive carcinoma, we need the data.",Classification
"Please trace the mitosis, we need the data.",Segmentation
Scan the image and mark the carcinoma in situ accurately.,Segmentation
"Verify and indicate the metastasis, making it clearer.",Classification
"Find, then delimit the hyalinization for classification.",Segmentation
"Please trace and evaluate the ulcer, we need the data.",Both
"Identify and analyze and indicate the tumor budding, making it clearer.",Both
"Find, then outline and verify the tumor budding for classification.",Both
"Observe and spot the edema, noting key features.",Segmentation
Locate and check the exact location of the fibrinoid necrosis in the given scene.,Both
Find out if there are {obj}s or not. Locate them if there is any present. the hyperplasia and label it properly.,Both
Mark the area containing the apoptosis with precision.,Segmentation
Can you evaluate the blood cells in this picture?,Classification
Find out and highlight the edema to improve detection.,Classification
Observe the er negative.,Classification
Your objective is to mark and determine the lymphocytic infiltrate efficiently.,Both
"Help us locate and check the fibrinoid necrosis, it's important.",Both
Analyze the image and find out where the fibrinoid necrosis is.,Classification
Outline and verify the clear cells and label it properly.,Both
Analyze and highlight the apoptosis to improve detection.,Classification
"Please identify the atrophy, we need the data.",Segmentation
We need to categorize the blood cells for further analysis.,Classification
"Help us find out if there are {obj}s or not. locate them if there is any present. the fibrinoid necrosis, it's important.",Both
Encircle the invasive carcinoma and label it properly.,Segmentation
Analyze the image and analyze where the nontumor is.,Classification
Can you detect the mitosis in this picture?,Segmentation
Inspect where the mitotic figures is located in this image.,Classification
We need to highlight the mucin for further analysis.,Segmentation
"Find, then analyze the fibrosis for classification.",Classification
"Help us outline and verify the clear cells, it's important.",Both
Encircle and categorize the exact location of the dysplasia in the given scene.,Both
Inspect and highlight the sheets to improve detection.,Classification
Analyze the image and outline where the calcification is.,Segmentation
Analyze the image and circle where the mitotic figures is.,Segmentation
"Please find out if there are {obj}s or not. locate them if there is any present. the calcification, we need the data.",Both
Analyze the image and identify and analyze where the sheets is.,Both
"This image contains a carcinoma in situ, distinguish and highlight it.",Both
"This image contains a atypia, outline it.",Segmentation
Recognize the area containing the clear cells with precision.,Classification
Trace and evaluate where the er negative is located in this image.,Both
Scan the image and determine the carcinoma in situ accurately.,Classification
"Please check the calcification, we need the data.",Classification
"Please observe the dysplasia, we need the data.",Classification
"Is there any {obj} in the region? If yes, mark out. the calcification.",Both
Spot and recognize and determine the correct boundaries of the cell detection.,Both
"Identify and analyze and indicate the ulcer, making it clearer.",Both
Confirm the mitotic figures.,Classification
"Help us determine the atrophy, it's important.",Classification
"Please identify and analyze the edema, we need the data.",Both
Trace the exact location of the er positive in the given scene.,Segmentation
"Locate and indicate the er positive, making it clearer.",Segmentation
Determine the exact location of the tumor budding in the given scene.,Classification
"Your task is to separate the gangrenous necrosis, can you do it?",Segmentation
Your objective is to categorize the inflammation efficiently.,Classification
"Is there any {obj} in the region? If yes, mark out. the exact location of the mitosis in the given scene.",Both
Trace and evaluate where the hypertrophy is located in this image.,Both
Scan the image and recognize the desmoplasianuclear atypia accurately.,Classification
Highlight the area containing the signet ring cells with precision.,Segmentation
Evaluate the exact location of the atrophy in the given scene.,Classification
"This image contains a cytoplasmic atypia, distinguish and highlight it.",Both
Circle the hyalinization and label it properly.,Segmentation
Distinguish the exact location of the calcification in the given scene.,Classification
Trace and evaluate the atrophy and label it properly.,Both
"Help us diagnose the atrophy, it's important.",Classification
Your objective is to distinguish and highlight the granulation tissue efficiently.,Both
"Locate and check and indicate the hypertrophy, making it clearer.",Both
Spot and recognize and highlight the ulcer to improve detection.,Both
"Help us diagnose the edema, it's important.",Classification
Can you recognize the calcification in this picture?,Classification
Analyze the image and delimit where the er positive is.,Segmentation
"Is there any atrophy in the region? If yes, mark out.",Both
Identify and determine the correct boundaries of the desmoplasianuclear atypia.,Segmentation
"Help us sketch the calcification, it's important.",Segmentation
"Find, then mark and determine the hyperplasia for classification.",Both
"We need to is there any {obj} in the region? if yes, mark out. the clear cells for further analysis.",Both
"We need to is there any {obj} in the region? if yes, mark out. the mitotic figures for further analysis.",Both
"Your task is to distinguish and highlight the hemorrhage, can you do it?",Both
Map the carcinoma in situ.,Segmentation
Analyze the image and circle where the atrophy is.,Segmentation
"Please draw boundary the invasive carcinoma, we need the data.",Segmentation
Can you evaluate the tumor necrosis in this picture?,Classification
"Find, then outline and verify the signet ring cells for classification.",Both
"Please check the desmoplasianuclear atypia, we need the data.",Classification
"Help us categorize the inflammation, it's important.",Classification
"Find, then assess the clear cells for classification.",Classification
Can you detect and classify the atypia in this picture?,Both
"Your task is to circle the atypia, can you do it?",Segmentation
Locate the exact location of the metastasis in the given scene.,Segmentation
"Is there any {obj} in the region? If yes, mark out. and highlight the tumor necrosis to improve detection.",Both
"Your task is to inspect the fibrinoid necrosis, can you do it?",Classification
Circle the clear cells.,Segmentation
Analyze the image and spot where the apoptosis is.,Segmentation
Your objective is to detect the signet ring cells efficiently.,Segmentation
Encircle and categorize and determine the correct boundaries of the edema.,Both
"Find, then highlight and confirm the carcinoma in situ for classification.",Both
Recognize and highlight the clear cells to improve detection.,Classification
Mark and determine where the mucin is located in this image.,Both
Find out if there are granulation tissues or not. Locate them if there is any present.,Classification
"Help us find out if there are {obj}s or not. locate them if there is any present. the cytoplasmic atypia, it's important.",Both
"Find, then verify the fibrinoid necrosis for classification.",Classification
"Your task is to diagnose the tumor necrosis, can you do it?",Classification
"This image contains a clear cells, recognize it.",Classification
"Please outline the lymphocytic infiltrate, we need the data.",Segmentation
"Encircle and indicate the nontumor, making it clearer.",Segmentation
Determine the exact location of the mitotic figures in the given scene.,Classification
"Is there any lymphocytic infiltrate in the region? If yes, mark out.",Classification
"Observe and mark and determine the hyperplasia, noting key features.",Both
Your objective is to distinguish and highlight the hyalinization efficiently.,Both
Delimit the sheets and label it properly.,Segmentation
Scan the image and determine the atrophy accurately.,Classification
Encircle where the hyperplasia is located in this image.,Segmentation
Identify where the lymphocytic infiltrate is located in this image.,Segmentation
Inspect and determine the correct boundaries of the hyperplasia.,Classification
"Help us map the er positive, it's important.",Segmentation
Find out if there are clear cellss or not. Locate them if there is any present.,Classification
"Please sketch the tubules, we need the data.",Segmentation
Analyze the image and highlight and confirm where the blood cells is.,Both
"Observe and delimit the cytoplasmic atypia, noting key features.",Segmentation
"Your task is to separate the carcinoma in situ, can you do it?",Segmentation
Spot and highlight the hyalinization to improve detection.,Segmentation
Analyze the image and mark where the gangrenous necrosis is.,Segmentation
"Your task is to observe the hemorrhage, can you do it?",Classification
Confirm and determine the correct boundaries of the mitotic figures.,Classification
Distinguish and highlight the desmoplasianuclear atypia and label it properly.,Both
We need to evaluate the hyalinization for further analysis.,Classification
Evaluate the exact location of the calcification in the given scene.,Classification
"Help us judge the ulcer, it's important.",Classification
"This image contains a fibrinoid necrosis, highlight and confirm it.",Both
Highlight and confirm the exact location of the dysplasia in the given scene.,Both
Can you verify the mitosis in this picture?,Classification
Can you assess the nontumor in this picture?,Classification
Highlight and confirm and highlight the lymphocytic infiltrate to improve detection.,Both
Your objective is to spot the hypertrophy efficiently.,Segmentation
Draw boundary where the cytoplasmic atypia is located in this image.,Segmentation
Find out if there are {obj}s or not. Locate them if there is any present. the dysplasia.,Both
Can you locate the atrophy in this picture?,Segmentation
Outline the calcification.,Segmentation
Distinguish and highlight the mucin.,Both
Mark and determine the area containing the metaplasia with precision.,Both
We need to draw boundary the metaplasia for further analysis.,Segmentation
"This image contains a desmoplasianuclear atypia, distinguish and highlight it.",Both
Analyze the image and judge where the signet ring cells is.,Classification
Find out if there are {obj}s or not. Locate them if there is any present. where the tumor is located in this image.,Both
Outline and verify the area containing the lymphocytic infiltrate with precision.,Both
"Please diagnose the cell detection, we need the data.",Classification
Find out the sheets.,Classification
"Find, then highlight and confirm the er positive for classification.",Both
Can you assess the hyalinization in this picture?,Classification
Analyze the image and spot and recognize where the cell detection is.,Both
We need to verify the hypertrophy for further analysis.,Classification
Find out if there are {obj}s or not. Locate them if there is any present. the exact location of the hemorrhage in the given scene.,Both
Mark the mitotic figures and label it properly.,Segmentation
Find out if there are signet ring cellss or not. Locate them if there is any present.,Classification
"Find, then judge the tubules for classification.",Classification
We need to delimit the nontumor for further analysis.,Segmentation
"Observe and trace the signet ring cells, noting key features.",Segmentation
Analyze the image and find out if there are {obj}s or not. locate them if there is any present. where the gangrenous necrosis is.,Both
"Find, then highlight the lymphocytic infiltrate for classification.",Segmentation
Encircle and categorize the exact location of the mitosis in the given scene.,Both
Your objective is to detect and classify the neutrophilic infiltrate efficiently.,Both
Scan the image and highlight and confirm the necrosis accurately.,Both
Scan the image and trace the fibrosis accurately.,Segmentation
"Help us highlight the fibrosis, it's important.",Segmentation
Can you locate and check the signet ring cells in this picture?,Both
Scan the image and determine the necrosis accurately.,Classification
Analyze the image and find out if there are {obj}s or not. locate them if there is any present. where the hyperplasia is.,Both
Determine the area containing the lymphocytic infiltrate with precision.,Classification
Highlight and highlight the mitosis to improve detection.,Segmentation
Mark and determine the exact location of the hemorrhage in the given scene.,Both
"Help us encircle and categorize the edema, it's important.",Both
"Find, then recognize the atypia for classification.",Classification
We need to spot the lymphocytic infiltrate for further analysis.,Segmentation
Analyze the image and find out where the ulcer is.,Classification
Highlight the cytoplasmic atypia and label it properly.,Segmentation
Spot where the ulcer is located in this image.,Segmentation
Find out if there are {obj}s or not. Locate them if there is any present. the fibrinoid necrosis and label it properly.,Both
Analyze the fibrinoid necrosis.,Classification
Confirm and determine the correct boundaries of the hyalinization.,Classification
"Is there any tubules in the region? If yes, mark out.",Both
Scan the image and encircle the edema accurately.,Segmentation
Can you check the apoptosis in this picture?,Classification
Encircle and categorize the atypia.,Both
Scan the image and check the neutrophilic infiltrate accurately.,Classification
Mark the area containing the inflammation with precision.,Segmentation
Detect and classify and highlight the atypia to improve detection.,Both
"Find, then diagnose the tissue for classification.",Classification
Find out if there are atypias or not. Locate them if there is any present.,Segmentation
"Evaluate and indicate the pleomorphism, making it clearer.",Classification
Outline and verify the area containing the blood cells with precision.,Both
"Your task is to map the hyperplasia, can you do it?",Segmentation
Can you verify the atypia in this picture?,Classification
"Analyze and indicate the gangrenous necrosis, making it clearer.",Classification
We need to spot and recognize the tissue for further analysis.,Both
Can you separate the desmoplasianuclear atypia in this picture?,Segmentation
"Your task is to distinguish the metastasis, can you do it?",Classification
Encircle and categorize the invasive carcinoma and label it properly.,Both
"Please spot the carcinoma in situ, we need the data.",Segmentation
Assess the exact location of the tumor budding in the given scene.,Classification
Analyze the image and check where the mitotic figures is.,Classification
"This image contains a inflammation, trace and evaluate it.",Both
Scan the image and determine the dysplasia accurately.,Classification
"This image contains a desmoplasianuclear atypia, encircle it.",Segmentation
Distinguish and highlight and determine the correct boundaries of the dysplasia.,Both
"Is there any er positive in the region? If yes, mark out.",Segmentation
We need to detect the mitosis for further analysis.,Segmentation
"This image contains a mucin, sketch it.",Segmentation
"Your task is to analyze the granulation tissue, can you do it?",Classification
Analyze the image and highlight and confirm where the hyperplasia is.,Both
"Is there any gangrenous necrosis in the region? If yes, mark out.",Both
"Encircle and categorize and indicate the metastasis, making it clearer.",Both
"Find, then outline and verify the mitosis for classification.",Both
"Please check the mucin, we need the data.",Classification
"Sketch and indicate the nontumor, making it clearer.",Segmentation
Observe and determine the correct boundaries of the metaplasia.,Classification
Can you mark and determine the fibrinoid necrosis in this picture?,Both
Spot and determine the correct boundaries of the granulation tissue.,Segmentation
"This image contains a atrophy, outline it.",Segmentation
Find out if there are {obj}s or not. Locate them if there is any present. and highlight the necrosis to improve detection.,Both
We need to find out the invasive carcinoma for further analysis.,Classification
Recognize the hyalinization and label it properly.,Classification
"Help us spot and recognize the hyalinization, it's important.",Both
Find out if there are er positives or not. Locate them if there is any present.,Classification
Scan the image and encircle the atrophy accurately.,Segmentation
"Your task is to diagnose the atrophy, can you do it?",Classification
Scan the image and locate and check the invasive carcinoma accurately.,Both
"We need to is there any {obj} in the region? if yes, mark out. the cytoplasmic atypia for further analysis.",Both
Scan the image and verify the inflammation accurately.,Classification
Observe the fibrinoid necrosis and label it properly.,Classification
"Observe and diagnose the granulation tissue, noting key features.",Classification
"Help us separate the invasive carcinoma, it's important.",Segmentation
Analyze the image and mark where the granulation tissue is.,Segmentation
"Mark and determine and indicate the apoptosis, making it clearer.",Both
Find out if there are fibrinoid necrosiss or not. Locate them if there is any present.,Segmentation
"This image contains a ulcer, highlight and confirm it.",Both
"Find, then categorize the tissue for classification.",Classification
Trace where the granulation tissue is located in this image.,Segmentation
"Help us distinguish the sheets, it's important.",Classification
"Please evaluate the fibrosis, we need the data.",Classification
Analyze the image and separate where the granulation tissue is.,Segmentation
Locate the mucin.,Segmentation
Analyze the image and observe where the edema is.,Classification
Identify and analyze the calcification.,Both
Scan the image and outline and verify the cytoplasmic atypia accurately.,Both
Spot and recognize and determine the correct boundaries of the tumor.,Both
"Help us confirm the tumor budding, it's important.",Classification
"Help us highlight and confirm the atypia, it's important.",Both
Inspect the exact location of the gangrenous necrosis in the given scene.,Classification
Scan the image and assess the fibrosis accurately.,Classification
"Identify and indicate the granulation tissue, making it clearer.",Segmentation
Observe the cell detection.,Classification
Scan the image and detect and classify the gangrenous necrosis accurately.,Both
Find out if there are tissues or not. Locate them if there is any present.,Segmentation
Highlight and determine the correct boundaries of the ulcer.,Segmentation
"Observe and draw boundary the hyalinization, noting key features.",Segmentation
Your objective is to diagnose the mitosis efficiently.,Classification
Spot and recognize the exact location of the hyperplasia in the given scene.,Both
"Find, then encircle and categorize the granulation tissue for classification.",Both
Analyze the image and verify where the lymphocytic infiltrate is.,Classification
"Your task is to identify and analyze the ulcer, can you do it?",Both
Map and determine the correct boundaries of the hypertrophy.,Segmentation
Scan the image and judge the apoptosis accurately.,Classification
We need to find out the ulcer for further analysis.,Classification
Analyze the mucin.,Classification
We need to trace and evaluate the inflammation for further analysis.,Both
"Observe and encircle the desmoplasianuclear atypia, noting key features.",Segmentation
Analyze the image and mark where the fibrosis is.,Segmentation
"Help us encircle and categorize the mucin, it's important.",Both
Can you recognize the hyalinization in this picture?,Classification
Scan the image and find out the calcification accurately.,Classification
Separate where the mitotic figures is located in this image.,Segmentation
Recognize where the atrophy is located in this image.,Classification
Your objective is to circle the fibrosis efficiently.,Segmentation
Your objective is to locate and check the tumor budding efficiently.,Both
Can you identify and analyze the neutrophilic infiltrate in this picture?,Both
Trace the tumor necrosis and label it properly.,Segmentation
"This image contains a mucin, draw boundary it.",Segmentation
Determine the area containing the desmoplasianuclear atypia with precision.,Classification
"Please highlight and confirm the blood cells, we need the data.",Both
We need to recognize the fibrosis for further analysis.,Classification
Analyze the area containing the fibrosis with precision.,Classification
Find out the area containing the necrosis with precision.,Classification
Analyze the image and draw boundary where the mitosis is.,Segmentation
"Please locate the inflammation, we need the data.",Segmentation
We need to sketch the desmoplasianuclear atypia for further analysis.,Segmentation
"This image contains a neutrophilic infiltrate, encircle and categorize it.",Both
"Encircle and indicate the fibrosis, making it clearer.",Segmentation
"Observe and indicate the mucin, making it clearer.",Classification
Determine the granulation tissue.,Classification
Mark and determine the area containing the hypertrophy with precision.,Both
Locate and check the blood cells and label it properly.,Both
Find out if there are blood cellss or not. Locate them if there is any present.,Both
"Help us highlight and confirm the hypertrophy, it's important.",Both
Delimit the area containing the apoptosis with precision.,Segmentation
"Spot and indicate the tumor, making it clearer.",Segmentation
Recognize and highlight the hyperplasia to improve detection.,Classification
We need to mark and determine the cytoplasmic atypia for further analysis.,Both
Can you circle the signet ring cells in this picture?,Segmentation
"Help us diagnose the granulation tissue, it's important.",Classification
"Is there any metaplasia in the region? If yes, mark out.",Both
"Help us locate the metastasis, it's important.",Segmentation
Verify the area containing the mucin with precision.,Classification
Sketch and highlight the tumor necrosis to improve detection.,Segmentation
Find out if there are necrosiss or not. Locate them if there is any present.,Classification
"Observe and locate and check the sheets, noting key features.",Both
"Is there any {obj} in the region? If yes, mark out. the cell detection and label it properly.",Both
We need to find out the hyalinization for further analysis.,Classification
Analyze the image and detect and classify where the gangrenous necrosis is.,Both
Detect and classify where the hemorrhage is located in this image.,Both
Detect the area containing the atypia with precision.,Segmentation
Scan the image and trace the cell detection accurately.,Segmentation
Analyze the area containing the ulcer with precision.,Classification
Scan the image and mark and determine the cell detection accurately.,Both
"Is there any {obj} in the region? If yes, mark out. the area containing the edema with precision.",Both
We need to inspect the granulation tissue for further analysis.,Classification
"Your task is to verify the fibrosis, can you do it?",Classification
Analyze the image and identify and analyze where the invasive carcinoma is.,Both
"Your task is to identify the granulation tissue, can you do it?",Segmentation
Observe and highlight the ulcer to improve detection.,Classification
"Find, then mark the fibrosis for classification.",Segmentation
"Highlight and indicate the fibrosis, making it clearer.",Segmentation
Highlight the inflammation and label it properly.,Segmentation
Assess and determine the correct boundaries of the granulation tissue.,Classification
"This image contains a mucin, determine it.",Classification
Mark the exact location of the carcinoma in situ in the given scene.,Segmentation
Categorize where the er negative is located in this image.,Classification
"Is there any signet ring cells in the region? If yes, mark out.",Segmentation
We need to spot and recognize the edema for further analysis.,Both
Mark and determine and highlight the sheets to improve detection.,Both
"Please spot the fibrinoid necrosis, we need the data.",Segmentation
"This image contains a desmoplasianuclear atypia, sketch it.",Segmentation
Identify and analyze and highlight the metaplasia to improve detection.,Both
"This image contains a hyalinization, distinguish and highlight it.",Both
Your objective is to inspect the desmoplasianuclear atypia efficiently.,Classification
"Observe and outline and verify the clear cells, noting key features.",Both
We need to determine the mitosis for further analysis.,Classification
"Observe and outline and verify the fibrinoid necrosis, noting key features.",Both
"Mark and indicate the tumor budding, making it clearer.",Segmentation
"Please map the granulation tissue, we need the data.",Segmentation
"Observe and check the neutrophilic infiltrate, noting key features.",Classification
Analyze the image and highlight where the tumor budding is.,Segmentation
Verify the area containing the gangrenous necrosis with precision.,Classification
Your objective is to detect and classify the mitotic figures efficiently.,Both
Can you separate the fibrosis in this picture?,Segmentation
"This image contains a mitotic figures, locate it.",Segmentation
Can you judge the metaplasia in this picture?,Classification
Spot and recognize the metastasis and label it properly.,Both
Determine where the carcinoma in situ is located in this image.,Classification
Scan the image and highlight the atypia accurately.,Segmentation
Scan the image and trace and evaluate the atrophy accurately.,Both
"Find, then encircle and categorize the clear cells for classification.",Both
"Can you is there any {obj} in the region? if yes, mark out. the hyperplasia in this picture?",Both
"Find, then recognize the invasive carcinoma for classification.",Classification
"Observe and detect the mitosis, noting key features.",Segmentation
"This image contains a apoptosis, trace it.",Segmentation
Scan the image and analyze the tumor accurately.,Classification
Highlight and highlight the ulcer to improve detection.,Segmentation
Encircle the exact location of the ulcer in the given scene.,Segmentation
Circle where the nontumor is located in this image.,Segmentation
"Is there any {obj} in the region? If yes, mark out. and determine the correct boundaries of the hypertrophy.",Both
Find out if there are {obj}s or not. Locate them if there is any present. where the cytoplasmic atypia is located in this image.,Both
Can you highlight and confirm the edema in this picture?,Both
"Separate and indicate the atypia, making it clearer.",Segmentation
"Observe and detect and classify the lymphocytic infiltrate, noting key features.",Both
"This image contains a tubules, circle it.",Segmentation
"Is there any {obj} in the region? If yes, mark out. where the ulcer is located in this image.",Both
Mark and determine the er positive and label it properly.,Both
Scan the image and determine the neutrophilic infiltrate accurately.,Classification
Distinguish and highlight and highlight the ulcer to improve detection.,Both
"Find, then trace the tissue for classification.",Segmentation
"This image contains a dysplasia, sketch it.",Segmentation
Draw boundary the area containing the neutrophilic infiltrate with precision.,Segmentation
Your objective is to analyze the pleomorphism efficiently.,Classification
"Observe and locate and check the clear cells, noting key features.",Both
Identify and analyze the area containing the tumor budding with precision.,Both
Your objective is to categorize the ulcer efficiently.,Classification
"Find, then encircle the pleomorphism for classification.",Segmentation
Analyze the image and draw boundary where the lymphocytic infiltrate is.,Segmentation
"Please spot and recognize the carcinoma in situ, we need the data.",Both
Map and determine the correct boundaries of the er positive.,Segmentation
Sketch and highlight the hemorrhage to improve detection.,Segmentation
Your objective is to judge the er negative efficiently.,Classification
Inspect and highlight the hyperplasia to improve detection.,Classification
Scan the image and spot and recognize the hemorrhage accurately.,Both
"Please distinguish and highlight the edema, we need the data.",Both
"Please observe the invasive carcinoma, we need the data.",Classification
Distinguish and highlight and determine the correct boundaries of the calcification.,Both
We need to spot the granulation tissue for further analysis.,Segmentation
Your objective is to inspect the metaplasia efficiently.,Classification
"Locate and indicate the invasive carcinoma, making it clearer.",Segmentation
Analyze the image and analyze where the tumor is.,Classification
"Help us inspect the apoptosis, it's important.",Classification
Encircle and categorize where the calcification is located in this image.,Both
Evaluate the metastasis.,Classification
Your objective is to outline and verify the edema efficiently.,Both
"Sketch and indicate the metaplasia, making it clearer.",Segmentation
"Observe and draw boundary the ulcer, noting key features.",Segmentation
Determine the mitosis and label it properly.,Classification
Locate the mitotic figures.,Segmentation
Confirm the hyalinization.,Classification
"Please distinguish the metastasis, we need the data.",Classification
Analyze the image and recognize where the tissue is.,Classification
Recognize and determine the correct boundaries of the hemorrhage.,Classification
"Find, then locate the nontumor for classification.",Segmentation
"Observe and indicate the blood cells, making it clearer.",Classification
Scan the image and mark the metaplasia accurately.,Segmentation
Observe where the tubules is located in this image.,Classification
Analyze the image and separate where the metaplasia is.,Segmentation
Detect where the mitosis is located in this image.,Segmentation
"Help us distinguish the tubules, it's important.",Classification
"Find, then verify the gangrenous necrosis for classification.",Classification
Trace and highlight the tissue to improve detection.,Segmentation
"Is there any er negative in the region? If yes, mark out.",Classification
We need to spot and recognize the metaplasia for further analysis.,Both
We need to locate and check the ulcer for further analysis.,Both
"Help us mark and determine the hyperplasia, it's important.",Both
"This image contains a hemorrhage, circle it.",Segmentation
Detect and classify the exact location of the mitotic figures in the given scene.,Both
Can you observe the necrosis in this picture?,Classification
Analyze the area containing the clear cells with precision.,Classification
Draw boundary where the dysplasia is located in this image.,Segmentation
Assess the exact location of the er negative in the given scene.,Classification
Mark the gangrenous necrosis.,Segmentation
We need to encircle and categorize the signet ring cells for further analysis.,Both
We need to sketch the lymphocytic infiltrate for further analysis.,Segmentation
Scan the image and analyze the lymphocytic infiltrate accurately.,Classification
Your objective is to confirm the nontumor efficiently.,Classification
Scan the image and detect the neutrophilic infiltrate accurately.,Segmentation
"Observe and identify and analyze the tumor necrosis, noting key features.",Both
Spot and recognize the tumor budding.,Both
Circle the area containing the dysplasia with precision.,Segmentation
Analyze the image and spot where the metaplasia is.,Segmentation
Draw boundary the tubules.,Segmentation
Your objective is to distinguish the hypertrophy efficiently.,Classification
"Is there any mucin in the region? If yes, mark out.",Both
We need to judge the invasive carcinoma for further analysis.,Classification
"Delimit and indicate the apoptosis, making it clearer.",Segmentation
"Your task is to observe the necrosis, can you do it?",Classification
Distinguish and highlight the area containing the nontumor with precision.,Both
Find out if there are {obj}s or not. Locate them if there is any present. the exact location of the fibrinoid necrosis in the given scene.,Both
Find out if there are {obj}s or not. Locate them if there is any present. the carcinoma in situ and label it properly.,Both
"Spot and recognize and indicate the granulation tissue, making it clearer.",Both
Identify and analyze the mitosis.,Both
Circle the area containing the pleomorphism with precision.,Segmentation
"Your task is to assess the tumor budding, can you do it?",Classification
Distinguish and highlight the exact location of the tumor budding in the given scene.,Both
"This image contains a mitotic figures, highlight it.",Segmentation
"Find, then separate the edema for classification.",Segmentation
Analyze the image and sketch where the mitotic figures is.,Segmentation
"Please find out the hyperplasia, we need the data.",Classification
Your objective is to encircle and categorize the tumor budding efficiently.,Both
Your objective is to encircle and categorize the apoptosis efficiently.,Both
"Your objective is to is there any {obj} in the region? if yes, mark out. the tumor necrosis efficiently.",Both
Verify and determine the correct boundaries of the tumor necrosis.,Classification
"Is there any cell detection in the region? If yes, mark out.",Both
We need to highlight the gangrenous necrosis for further analysis.,Segmentation
Check the area containing the fibrosis with precision.,Classification
"Is there any apoptosis in the region? If yes, mark out.",Both
Inspect the lymphocytic infiltrate and label it properly.,Classification
"Help us distinguish and highlight the apoptosis, it's important.",Both
Analyze the image and locate where the clear cells is.,Segmentation
Your objective is to assess the hypertrophy efficiently.,Classification
"Observe and identify the granulation tissue, noting key features.",Segmentation
"Help us trace the apoptosis, it's important.",Segmentation
"Observe and encircle the sheets, noting key features.",Segmentation
Trace the mitotic figures and label it properly.,Segmentation
"This image contains a ulcer, verify it.",Classification
Trace and evaluate the tubules and label it properly.,Both
"Help us encircle and categorize the tubules, it's important.",Both
Locate where the metaplasia is located in this image.,Segmentation
"Please evaluate the er negative, we need the data.",Classification
"Is there any {obj} in the region? If yes, mark out. where the granulation tissue is located in this image.",Both
Trace and evaluate the desmoplasianuclear atypia and label it properly.,Both
Mark and determine the exact location of the atrophy in the given scene.,Both
Assess the exact location of the hemorrhage in the given scene.,Classification
"Please outline and verify the er negative, we need the data.",Both
Your objective is to trace and evaluate the desmoplasianuclear atypia efficiently.,Both
"Your task is to sketch the metastasis, can you do it?",Segmentation
Identify where the tumor is located in this image.,Segmentation
"Your task is to delimit the tubules, can you do it?",Segmentation
We need to outline and verify the tubules for further analysis.,Both
Scan the image and verify the nontumor accurately.,Classification
"Diagnose and indicate the pleomorphism, making it clearer.",Classification
"Identify and analyze and indicate the metaplasia, making it clearer.",Both
Can you determine the apoptosis in this picture?,Classification
Assess the area containing the hypertrophy with precision.,Classification
Distinguish the inflammation and label it properly.,Classification
Find out if there are hyalinizations or not. Locate them if there is any present.,Classification
Sketch where the cytoplasmic atypia is located in this image.,Segmentation
Your objective is to determine the cytoplasmic atypia efficiently.,Classification
Mark and highlight the tumor budding to improve detection.,Segmentation
"This image contains a signet ring cells, spot and recognize it.",Both
"Observe and categorize the atrophy, noting key features.",Classification
