Text Instruction,Label
"Is there any blood cells in the region? If yes, mark out.",0
Highlight the area containing the atypia with precision.,1
Your objective is to locate the lymphocytic infiltrate efficiently.,1
We need to evaluate the necrosis for further analysis.,0
"Your task is to sketch the pleomorphism, can you do it?",1
"Help us confirm the cytoplasmic atypia, it's important.",0
"This image contains a clear cells, highlight it.",1
Your objective is to draw boundary the hypertrophy efficiently.,1
"We need to is there any {obj} in the region? if yes, mark out. the edema for further analysis.",2
Distinguish and highlight the mitosis to improve detection.,0
Find out if there are pleomorphisms or not. Locate them if there is any present.,1
"Your task is to inspect the fibrinoid necrosis, can you do it?",0
"Find, then outline and verify the hypertrophy for classification.",2
"Your task is to confirm the atypia, can you do it?",0
"Observe and trace the tubules, noting key features.",1
Encircle and categorize the inflammation and label it properly.,2
Scan the image and draw boundary the tumor necrosis accurately.,1
Scan the image and check the dysplasia accurately.,0
"Observe and is there any {obj} in the region? if yes, mark out. the apoptosis, noting key features.",2
Can you highlight the sheets in this picture?,1
"This image contains a pleomorphism, identify it.",1
"Map and indicate the nontumor, making it clearer.",1
Your objective is to trace and evaluate the desmoplasianuclear atypia efficiently.,2
"Trace and indicate the gangrenous necrosis, making it clearer.",1
Determine the exact location of the metaplasia in the given scene.,0
Find out if there are {obj}s or not. Locate them if there is any present. the exact location of the blood cells in the given scene.,2
"Observe and encircle the cytoplasmic atypia, noting key features.",1
"Can you is there any {obj} in the region? if yes, mark out. the tumor necrosis in this picture?",2
Trace and evaluate the edema.,2
Sketch and determine the correct boundaries of the granulation tissue.,1
"Scan the image and is there any {obj} in the region? if yes, mark out. the pleomorphism accurately.",2
"Your objective is to is there any {obj} in the region? if yes, mark out. the hemorrhage efficiently.",2
"Observe and spot and recognize the tissue, noting key features.",2
"Observe and check the pleomorphism, noting key features.",0
"This image contains a tumor necrosis, analyze it.",0
Detect and classify the clear cells and label it properly.,2
Map where the pleomorphism is located in this image.,1
We need to outline the tumor necrosis for further analysis.,1
Encircle the tissue and label it properly.,1
Can you outline the neutrophilic infiltrate in this picture?,1
Analyze the image and recognize where the neutrophilic infiltrate is.,0
Outline and verify the exact location of the pleomorphism in the given scene.,2
"Encircle and indicate the apoptosis, making it clearer.",1
"Please identify the sheets, we need the data.",1
We need to observe the granulation tissue for further analysis.,0
Can you map the calcification in this picture?,1
"Please encircle and categorize the hypertrophy, we need the data.",2
"Please distinguish and highlight the carcinoma in situ, we need the data.",2
"Please inspect the apoptosis, we need the data.",0
Encircle and categorize and determine the correct boundaries of the metastasis.,2
"This image contains a carcinoma in situ, encircle and categorize it.",2
Detect and determine the correct boundaries of the cell detection.,1
"Help us mark the dysplasia, it's important.",1
"Please find out the pleomorphism, we need the data.",0
Your objective is to recognize the carcinoma in situ efficiently.,0
Analyze the image and highlight and confirm where the ulcer is.,2
Your objective is to categorize the ulcer efficiently.,0
Encircle and highlight the neutrophilic infiltrate to improve detection.,1
Your objective is to confirm the necrosis efficiently.,0
Identify and analyze and highlight the mucin to improve detection.,2
Analyze the image and circle where the necrosis is.,1
Mark and determine the exact location of the edema in the given scene.,2
"Please detect the metaplasia, we need the data.",1
Draw boundary the area containing the atrophy with precision.,1
Analyze the image and find out where the fibrinoid necrosis is.,0
Separate the ulcer and label it properly.,1
"Please analyze the signet ring cells, we need the data.",0
"Is there any {obj} in the region? If yes, mark out. where the fibrosis is located in this image.",2
Can you outline and verify the er negative in this picture?,2
Assess where the desmoplasianuclear atypia is located in this image.,0
Spot and recognize the invasive carcinoma and label it properly.,2
"Draw boundary and indicate the tumor budding, making it clearer.",1
Circle the calcification and label it properly.,1
Assess the necrosis.,0
"Find, then is there any {obj} in the region? if yes, mark out. the mitotic figures for classification.",2
Check and determine the correct boundaries of the neutrophilic infiltrate.,0
Sketch and highlight the hemorrhage to improve detection.,1
"Spot and indicate the er positive, making it clearer.",1
"Find out and indicate the cytoplasmic atypia, making it clearer.",0
"This image contains a hypertrophy, distinguish and highlight it.",2
"Map and indicate the granulation tissue, making it clearer.",1
Observe the exact location of the fibrosis in the given scene.,0
Find out if there are {obj}s or not. Locate them if there is any present. where the metaplasia is located in this image.,2
"Is there any {obj} in the region? If yes, mark out. the exact location of the sheets in the given scene.",2
"Help us trace and evaluate the mitotic figures, it's important.",2
"Observe and highlight and confirm the apoptosis, noting key features.",2
Scan the image and delimit the inflammation accurately.,1
Can you map the tumor budding in this picture?,1
We need to detect and classify the ulcer for further analysis.,2
"Analyze the image and is there any {obj} in the region? if yes, mark out. where the fibrinoid necrosis is.",2
"Please map the calcification, we need the data.",1
We need to evaluate the signet ring cells for further analysis.,0
Find out if there are {obj}s or not. Locate them if there is any present. and highlight the cell detection to improve detection.,2
"Is there any {obj} in the region? If yes, mark out. where the metaplasia is located in this image.",2
Locate the cytoplasmic atypia.,1
Scan the image and locate the neutrophilic infiltrate accurately.,1
"Observe and locate the inflammation, noting key features.",1
Scan the image and categorize the dysplasia accurately.,0
Your objective is to check the hypertrophy efficiently.,0
"Observe and delimit the invasive carcinoma, noting key features.",1
Scan the image and highlight and confirm the necrosis accurately.,2
Detect and highlight the dysplasia to improve detection.,1
Analyze the exact location of the atrophy in the given scene.,0
"Observe and delimit the cell detection, noting key features.",1
"Find, then is there any {obj} in the region? if yes, mark out. the granulation tissue for classification.",2
"Help us identify and analyze the hyalinization, it's important.",2
Find out if there are ulcers or not. Locate them if there is any present.,2
Determine where the mucin is located in this image.,0
Spot and recognize the nontumor.,2
"Please mark and determine the hemorrhage, we need the data.",2
"Help us identify the er negative, it's important.",1
Categorize and determine the correct boundaries of the fibrinoid necrosis.,0
Analyze the image and identify where the invasive carcinoma is.,1
Find out if there are {obj}s or not. Locate them if there is any present. and determine the correct boundaries of the cell detection.,2
Judge where the cytoplasmic atypia is located in this image.,0
"Observe and find out if there are {obj}s or not. locate them if there is any present. the neutrophilic infiltrate, noting key features.",2
"This image contains a lymphocytic infiltrate, trace and evaluate it.",2
Delimit the lymphocytic infiltrate and label it properly.,1
"Please spot and recognize the nontumor, we need the data.",2
Spot where the invasive carcinoma is located in this image.,1
Find out if there are nontumors or not. Locate them if there is any present.,1
Your objective is to encircle and categorize the apoptosis efficiently.,2
"Analyze the image and is there any {obj} in the region? if yes, mark out. where the pleomorphism is.",2
Highlight and confirm the area containing the desmoplasianuclear atypia with precision.,2
Detect the exact location of the apoptosis in the given scene.,1
Scan the image and find out if there are {obj}s or not. locate them if there is any present. the signet ring cells accurately.,2
"Help us identify the dysplasia, it's important.",1
Can you check the dysplasia in this picture?,0
Analyze the image and identify and analyze where the neutrophilic infiltrate is.,2
Detect the tumor budding.,1
Trace the necrosis and label it properly.,1
Assess the cell detection and label it properly.,0
Trace and highlight the tubules to improve detection.,1
Circle and highlight the hyalinization to improve detection.,1
Mark and determine the area containing the clear cells with precision.,2
"Your task is to delimit the dysplasia, can you do it?",1
Observe the desmoplasianuclear atypia.,0
We need to spot and recognize the calcification for further analysis.,2
"Find, then recognize the invasive carcinoma for classification.",0
Delimit where the ulcer is located in this image.,1
Your objective is to locate the hemorrhage efficiently.,1
Trace and evaluate and highlight the atypia to improve detection.,2
"Help us locate and check the ulcer, it's important.",2
Can you detect and classify the hyalinization in this picture?,2
"Is there any hyalinization in the region? If yes, mark out.",0
"Help us determine the fibrosis, it's important.",0
"Find, then spot and recognize the er negative for classification.",2
Map where the ulcer is located in this image.,1
"Locate and check and indicate the er negative, making it clearer.",2
Can you confirm the hypertrophy in this picture?,0
Find out if there are nontumors or not. Locate them if there is any present.,0
"This image contains a tissue, circle it.",1
Inspect the fibrinoid necrosis.,0
"Observe and confirm the sheets, noting key features.",0
"Find, then judge the cytoplasmic atypia for classification.",0
"Help us find out if there are {obj}s or not. locate them if there is any present. the apoptosis, it's important.",2
"This image contains a hypertrophy, find out it.",0
"Observe and check the neutrophilic infiltrate, noting key features.",0
Analyze the image and trace where the lymphocytic infiltrate is.,1
We need to detect the fibrinoid necrosis for further analysis.,1
"Your task is to draw boundary the sheets, can you do it?",1
Recognize the area containing the clear cells with precision.,0
Sketch and determine the correct boundaries of the carcinoma in situ.,1
Judge the area containing the dysplasia with precision.,0
Draw boundary where the pleomorphism is located in this image.,1
Spot and recognize the ulcer and label it properly.,2
Spot and determine the correct boundaries of the granulation tissue.,1
Find out the dysplasia and label it properly.,0
"This image contains a cytoplasmic atypia, encircle and categorize it.",2
Analyze the image and encircle and categorize where the clear cells is.,2
Identify and analyze and highlight the dysplasia to improve detection.,2
Encircle and categorize the exact location of the mitosis in the given scene.,2
Analyze the image and detect and classify where the signet ring cells is.,2
"This image contains a er positive, detect and classify it.",2
Find out if there are hemorrhages or not. Locate them if there is any present.,1
"Please distinguish and highlight the cell detection, we need the data.",2
Delimit the exact location of the carcinoma in situ in the given scene.,1
"Find, then mark the fibrosis for classification.",1
Trace and evaluate the carcinoma in situ.,2
"Observe and is there any {obj} in the region? if yes, mark out. the fibrinoid necrosis, noting key features.",2
Locate the exact location of the metastasis in the given scene.,1
Spot the exact location of the tumor necrosis in the given scene.,1
"Help us assess the granulation tissue, it's important.",0
"Find, then outline and verify the tumor for classification.",2
Scan the image and trace and evaluate the ulcer accurately.,2
"Observe and detect and classify the metastasis, noting key features.",2
Scan the image and locate the metastasis accurately.,1
Analyze the image and confirm where the fibrinoid necrosis is.,0
Your objective is to mark the inflammation efficiently.,1
Analyze the image and evaluate where the nontumor is.,0
Recognize the tumor necrosis and label it properly.,0
Spot and recognize where the tumor is located in this image.,2
"This image contains a signet ring cells, identify and analyze it.",2
"Find, then verify the dysplasia for classification.",0
Recognize and determine the correct boundaries of the necrosis.,0
Distinguish and highlight the mitotic figures.,2
Trace and evaluate where the tumor is located in this image.,2
Encircle the exact location of the clear cells in the given scene.,1
"Is there any tumor in the region? If yes, mark out.",1
Can you categorize the er negative in this picture?,0
Observe the tubules.,0
Confirm the desmoplasianuclear atypia and label it properly.,0
"Your task is to outline the granulation tissue, can you do it?",1
"Observe and spot and recognize the inflammation, noting key features.",2
"This image contains a mucin, spot it.",1
"Please find out if there are {obj}s or not. locate them if there is any present. the atypia, we need the data.",2
"Observe and mark the tumor, noting key features.",1
"Observe and identify and analyze the tumor necrosis, noting key features.",2
Categorize and determine the correct boundaries of the invasive carcinoma.,0
Can you confirm the metaplasia in this picture?,0
Can you mark and determine the necrosis in this picture?,2
Find out if there are necrosiss or not. Locate them if there is any present.,0
"Observe and distinguish the lymphocytic infiltrate, noting key features.",0
Inspect the exact location of the er positive in the given scene.,0
Spot the invasive carcinoma.,1
Your objective is to circle the er positive efficiently.,1
Your objective is to categorize the signet ring cells efficiently.,0
Scan the image and analyze the dysplasia accurately.,0
"Encircle and indicate the er negative, making it clearer.",1
Determine and highlight the nontumor to improve detection.,0
Categorize where the calcification is located in this image.,0
Find out if there are er positives or not. Locate them if there is any present.,2
"Distinguish and highlight and indicate the tumor budding, making it clearer.",2
"Observe and is there any {obj} in the region? if yes, mark out. the atypia, noting key features.",2
"Please locate and check the cytoplasmic atypia, we need the data.",2
"Spot and recognize and indicate the er negative, making it clearer.",2
Check where the tubules is located in this image.,0
Scan the image and sketch the signet ring cells accurately.,1
"Help us verify the tumor necrosis, it's important.",0
Check and determine the correct boundaries of the carcinoma in situ.,0
"Your task is to mark and determine the mitotic figures, can you do it?",2
"Observe and categorize the hyalinization, noting key features.",0
Analyze the image and encircle where the inflammation is.,1
"Observe and trace and evaluate the necrosis, noting key features.",2
"Observe and locate and check the clear cells, noting key features.",2
Find out the exact location of the atrophy in the given scene.,0
"This image contains a atypia, analyze it.",0
"This image contains a edema, detect and classify it.",2
"Find, then map the mitosis for classification.",1
"Help us highlight the cell detection, it's important.",1
We need to identify the cell detection for further analysis.,1
"Help us trace and evaluate the pleomorphism, it's important.",2
"Observe and outline and verify the mitotic figures, noting key features.",2
Sketch and highlight the pleomorphism to improve detection.,1
Separate and determine the correct boundaries of the clear cells.,1
Spot and recognize the gangrenous necrosis and label it properly.,2
Your objective is to recognize the metaplasia efficiently.,0
Observe the area containing the sheets with precision.,0
Distinguish and highlight the exact location of the lymphocytic infiltrate in the given scene.,2
Scan the image and trace and evaluate the er positive accurately.,2
Distinguish and highlight the cell detection and label it properly.,2
Recognize the area containing the inflammation with precision.,0
"Your task is to encircle and categorize the mucin, can you do it?",2
Delimit the exact location of the pleomorphism in the given scene.,1
Analyze the exact location of the blood cells in the given scene.,0
Analyze the image and separate where the er negative is.,1
Identify and analyze the granulation tissue and label it properly.,2
"Your task is to diagnose the metaplasia, can you do it?",0
Draw boundary where the tumor budding is located in this image.,1
Encircle and categorize where the edema is located in this image.,2
Your objective is to draw boundary the atypia efficiently.,1
"Please highlight the mitotic figures, we need the data.",1
"Observe and highlight the cytoplasmic atypia, noting key features.",1
Identify and analyze the area containing the tumor necrosis with precision.,2
Locate and check where the er positive is located in this image.,2
Distinguish and highlight the exact location of the metaplasia in the given scene.,2
"This image contains a hyperplasia, separate it.",1
Separate where the invasive carcinoma is located in this image.,1
Scan the image and find out the hyalinization accurately.,0
Your objective is to draw boundary the hemorrhage efficiently.,1
"Find, then encircle and categorize the fibrinoid necrosis for classification.",2
Detect and classify and determine the correct boundaries of the tubules.,2
Can you distinguish and highlight the metastasis in this picture?,2
"Help us encircle and categorize the desmoplasianuclear atypia, it's important.",2
Can you spot the mitosis in this picture?,1
Spot and recognize the atrophy and label it properly.,2
"Determine and indicate the hyperplasia, making it clearer.",0
"Find, then circle the edema for classification.",1
Encircle and categorize the exact location of the sheets in the given scene.,2
"This image contains a mitosis, mark and determine it.",2
"Please delimit the necrosis, we need the data.",1
"Identify and analyze and indicate the tissue, making it clearer.",2
Distinguish and highlight the exact location of the signet ring cells in the given scene.,2
"Outline and indicate the tissue, making it clearer.",1
We need to analyze the mitotic figures for further analysis.,0
"Help us circle the er negative, it's important.",1
"Highlight and confirm and indicate the necrosis, making it clearer.",2
Can you distinguish and highlight the hypertrophy in this picture?,2
"Observe and spot the edema, noting key features.",1
"This image contains a gangrenous necrosis, sketch it.",1
Analyze the image and encircle and categorize where the er positive is.,2
Your objective is to encircle and categorize the pleomorphism efficiently.,2
"Find out if there are {obj}s or not. Locate them if there is any present. and indicate the inflammation, making it clearer.",2
Encircle and categorize the dysplasia and label it properly.,2
"Is there any metastasis in the region? If yes, mark out.",0
"Find, then detect and classify the tumor necrosis for classification.",2
Identify and analyze and highlight the cell detection to improve detection.,2
Inspect the exact location of the metastasis in the given scene.,0
We need to evaluate the metaplasia for further analysis.,0
Separate and determine the correct boundaries of the mucin.,1
Find out the area containing the atrophy with precision.,0
"Highlight and indicate the granulation tissue, making it clearer.",1
Can you evaluate the er positive in this picture?,0
Mark and determine and determine the correct boundaries of the desmoplasianuclear atypia.,2
Find out if there are lymphocytic infiltrates or not. Locate them if there is any present.,1
"Help us assess the necrosis, it's important.",0
Your objective is to mark and determine the desmoplasianuclear atypia efficiently.,2
Analyze the image and outline where the lymphocytic infiltrate is.,1
"Identify and analyze and indicate the tumor budding, making it clearer.",2
"Find, then evaluate the nontumor for classification.",0
Encircle the exact location of the ulcer in the given scene.,1
Can you categorize the fibrosis in this picture?,0
Detect the hyalinization and label it properly.,1
"Circle and indicate the hyperplasia, making it clearer.",1
Encircle and highlight the calcification to improve detection.,1
Separate the hyalinization and label it properly.,1
"Your task is to find out if there are {obj}s or not. locate them if there is any present. the invasive carcinoma, can you do it?",2
"Find, then encircle the inflammation for classification.",1
"Inspect and indicate the ulcer, making it clearer.",0
Scan the image and determine the metastasis accurately.,0
Can you encircle and categorize the metaplasia in this picture?,2
We need to evaluate the nontumor for further analysis.,0
Identify the blood cells.,1
Can you circle the inflammation in this picture?,1
"Find, then assess the fibrosis for classification.",0
Distinguish and highlight and highlight the hyalinization to improve detection.,2
Detect and classify and highlight the atypia to improve detection.,2
Analyze the image and separate where the granulation tissue is.,1
"Help us inspect the mitotic figures, it's important.",0
Check the atypia and label it properly.,0
"Inspect and indicate the edema, making it clearer.",0
"Is there any mitotic figures in the region? If yes, mark out.",0
Analyze the image and determine where the cell detection is.,0
Categorize the exact location of the ulcer in the given scene.,0
We need to judge the hyalinization for further analysis.,0
"Please detect the hypertrophy, we need the data.",1
Encircle and highlight the sheets to improve detection.,1
"This image contains a tumor budding, separate it.",1
"Your task is to mark and determine the mitosis, can you do it?",2
Draw boundary where the hyalinization is located in this image.,1
"Outline and verify and indicate the atypia, making it clearer.",2
We need to inspect the granulation tissue for further analysis.,0
"Find, then evaluate the signet ring cells for classification.",0
"Observe and judge the desmoplasianuclear atypia, noting key features.",0
"This image contains a ulcer, locate and check it.",2
Analyze the image and draw boundary where the hyalinization is.,1
Your objective is to highlight the lymphocytic infiltrate efficiently.,1
Scan the image and mark and determine the sheets accurately.,2
"Locate and indicate the ulcer, making it clearer.",1
"Find, then find out the atrophy for classification.",0
Encircle where the tumor budding is located in this image.,1
"Is there any hyperplasia in the region? If yes, mark out.",2
Diagnose the area containing the blood cells with precision.,0
"Draw boundary and indicate the cell detection, making it clearer.",1
Confirm the inflammation and label it properly.,0
Trace the exact location of the tumor necrosis in the given scene.,1
Judge the exact location of the carcinoma in situ in the given scene.,0
Analyze the image and separate where the metaplasia is.,1
"Circle and indicate the hemorrhage, making it clearer.",1
"Is there any {obj} in the region? If yes, mark out. the mitosis.",2
Spot the hyalinization.,1
"Observe and sketch the fibrosis, noting key features.",1
Can you encircle and categorize the gangrenous necrosis in this picture?,2
Can you assess the necrosis in this picture?,0
We need to assess the metaplasia for further analysis.,0
"Mark and determine and indicate the hemorrhage, making it clearer.",2
"This image contains a atypia, check it.",0
"This image contains a atypia, find out if there are {obj}s or not. locate them if there is any present. it.",2
Trace and evaluate the desmoplasianuclear atypia and label it properly.,2
Scan the image and mark the hyperplasia accurately.,1
"Your task is to mark the clear cells, can you do it?",1
"Your task is to find out if there are {obj}s or not. locate them if there is any present. the atrophy, can you do it?",2
Encircle and categorize the area containing the hyalinization with precision.,2
"Find, then mark and determine the neutrophilic infiltrate for classification.",2
"Please spot and recognize the er negative, we need the data.",2
Scan the image and delimit the signet ring cells accurately.,1
"This image contains a er positive, distinguish it.",0
Detect and classify where the lymphocytic infiltrate is located in this image.,2
"This image contains a hemorrhage, detect and classify it.",2
"This image contains a atrophy, inspect it.",0
Distinguish and highlight the area containing the mucin with precision.,2
Highlight and confirm the exact location of the dysplasia in the given scene.,2
Distinguish and highlight the exact location of the carcinoma in situ in the given scene.,2
Distinguish the neutrophilic infiltrate and label it properly.,0
Scan the image and assess the metastasis accurately.,0
"Please spot and recognize the calcification, we need the data.",2
Mark and determine where the pleomorphism is located in this image.,2
Inspect the exact location of the lymphocytic infiltrate in the given scene.,0
Verify where the tissue is located in this image.,0
"Identify and analyze and indicate the atrophy, making it clearer.",2
"This image contains a sheets, locate it.",1
"Observe and map the granulation tissue, noting key features.",1
Confirm where the sheets is located in this image.,0
Separate the mucin and label it properly.,1
Find out if there are apoptosiss or not. Locate them if there is any present.,0
We need to detect the blood cells for further analysis.,1
Distinguish where the tumor budding is located in this image.,0
Observe the mucin and label it properly.,0
Observe and highlight the ulcer to improve detection.,0
Trace and evaluate and determine the correct boundaries of the nontumor.,2
"Your task is to spot the gangrenous necrosis, can you do it?",1
Highlight and determine the correct boundaries of the ulcer.,1
"Is there any granulation tissue in the region? If yes, mark out.",2
"Observe and identify and analyze the mucin, noting key features.",2
"Your task is to separate the mitosis, can you do it?",1
"Is there any {obj} in the region? If yes, mark out. the area containing the desmoplasianuclear atypia with precision.",2
Your objective is to encircle the signet ring cells efficiently.,1
"This image contains a cell detection, verify it.",0
"Help us categorize the hypertrophy, it's important.",0
"Find, then assess the nontumor for classification.",0
Find out and determine the correct boundaries of the tumor necrosis.,0
"Please sketch the lymphocytic infiltrate, we need the data.",1
Draw boundary the er positive.,1
Analyze the image and find out where the dysplasia is.,0
Analyze the image and encircle where the hyalinization is.,1
Categorize the blood cells and label it properly.,0
"Mark and determine and indicate the apoptosis, making it clearer.",2
Distinguish and highlight and highlight the calcification to improve detection.,2
Spot the exact location of the atrophy in the given scene.,1
"Highlight and indicate the tissue, making it clearer.",1
Identify and analyze the pleomorphism and label it properly.,2
"Can you is there any {obj} in the region? if yes, mark out. the hyalinization in this picture?",2
"This image contains a desmoplasianuclear atypia, outline it.",1
Evaluate the area containing the inflammation with precision.,0
Confirm and determine the correct boundaries of the cell detection.,0
Check where the lymphocytic infiltrate is located in this image.,0
"This image contains a blood cells, mark it.",1
Detect the area containing the signet ring cells with precision.,1
Spot and determine the correct boundaries of the cell detection.,1
"Mark and indicate the gangrenous necrosis, making it clearer.",1
We need to locate the cytoplasmic atypia for further analysis.,1
Can you mark the edema in this picture?,1
"This image contains a pleomorphism, draw boundary it.",1
Mark and determine and determine the correct boundaries of the cytoplasmic atypia.,2
Locate and highlight the mucin to improve detection.,1
"Help us determine the edema, it's important.",0
Your objective is to verify the carcinoma in situ efficiently.,0
"Highlight and confirm and indicate the cell detection, making it clearer.",2
We need to verify the sheets for further analysis.,0
Judge and determine the correct boundaries of the blood cells.,0
"Help us locate the tissue, it's important.",1
Outline the atypia.,1
Find out if there are {obj}s or not. Locate them if there is any present. the invasive carcinoma.,2
Check the fibrinoid necrosis.,0
"This image contains a sheets, determine it.",0
Encircle the dysplasia and label it properly.,1
"This image contains a lymphocytic infiltrate, identify and analyze it.",2
Outline and verify the exact location of the er negative in the given scene.,2
"This image contains a inflammation, distinguish it.",0
Evaluate the exact location of the hypertrophy in the given scene.,0
"Observe and draw boundary the ulcer, noting key features.",1
"Please check the hyperplasia, we need the data.",0
"Find, then assess the clear cells for classification.",0
Verify and determine the correct boundaries of the mitotic figures.,0
"Find, then highlight the clear cells for classification.",1
"Help us encircle and categorize the clear cells, it's important.",2
Scan the image and outline the atrophy accurately.,1
"Your task is to highlight the nontumor, can you do it?",1
We need to inspect the blood cells for further analysis.,0
"Is there any {obj} in the region? If yes, mark out. and determine the correct boundaries of the clear cells.",2
Spot and highlight the granulation tissue to improve detection.,1
"Find, then identify the fibrinoid necrosis for classification.",1
"This image contains a desmoplasianuclear atypia, sketch it.",1
"Your task is to mark the metaplasia, can you do it?",1
"This image contains a lymphocytic infiltrate, analyze it.",0
Distinguish and highlight and determine the correct boundaries of the metaplasia.,2
We need to find out if there are {obj}s or not. locate them if there is any present. the tumor necrosis for further analysis.,2
Your objective is to circle the tubules efficiently.,1
"Your task is to trace and evaluate the edema, can you do it?",2
"Is there any cell detection in the region? If yes, mark out.",2
Can you find out if there are {obj}s or not. locate them if there is any present. the hemorrhage in this picture?,2
"Help us separate the signet ring cells, it's important.",1
Outline the exact location of the tumor budding in the given scene.,1
Can you sketch the signet ring cells in this picture?,1
Inspect the clear cells and label it properly.,0
Assess the exact location of the hyperplasia in the given scene.,0
Distinguish and highlight and highlight the tubules to improve detection.,2
"Your task is to check the signet ring cells, can you do it?",0
Trace and evaluate where the tumor necrosis is located in this image.,2
"Your task is to separate the apoptosis, can you do it?",1
We need to encircle and categorize the hyperplasia for further analysis.,2
"Help us inspect the tumor, it's important.",0
"Your task is to highlight the blood cells, can you do it?",1
Analyze the image and locate where the clear cells is.,1
"Is there any {obj} in the region? If yes, mark out. the exact location of the ulcer in the given scene.",2
Categorize where the invasive carcinoma is located in this image.,0
Can you detect and classify the blood cells in this picture?,2
"Find, then is there any {obj} in the region? if yes, mark out. the carcinoma in situ for classification.",2
Your objective is to locate the desmoplasianuclear atypia efficiently.,1
Scan the image and encircle and categorize the mitosis accurately.,2
Detect the exact location of the desmoplasianuclear atypia in the given scene.,1
"Observe and encircle the desmoplasianuclear atypia, noting key features.",1
Your objective is to outline the fibrosis efficiently.,1
"This image contains a clear cells, sketch it.",1
Evaluate where the lymphocytic infiltrate is located in this image.,0
Detect and classify and highlight the gangrenous necrosis to improve detection.,2
Scan the image and spot the granulation tissue accurately.,1
Mark and determine the correct boundaries of the tissue.,1
Mark the exact location of the carcinoma in situ in the given scene.,1
Analyze the image and evaluate where the desmoplasianuclear atypia is.,0
Inspect where the ulcer is located in this image.,0
Judge and highlight the inflammation to improve detection.,0
"Is there any {obj} in the region? If yes, mark out. and indicate the pleomorphism, making it clearer.",2
Trace the exact location of the clear cells in the given scene.,1
Scan the image and locate and check the invasive carcinoma accurately.,2
"Help us draw boundary the hypertrophy, it's important.",1
Spot and recognize where the invasive carcinoma is located in this image.,2
Analyze the image and highlight and confirm where the hyalinization is.,2
Find out if there are {obj}s or not. Locate them if there is any present. and determine the correct boundaries of the blood cells.,2
Can you categorize the clear cells in this picture?,0
"Is there any metaplasia in the region? If yes, mark out.",0
We need to evaluate the lymphocytic infiltrate for further analysis.,0
We need to highlight the gangrenous necrosis for further analysis.,1
"Please observe the dysplasia, we need the data.",0
"Please is there any {obj} in the region? if yes, mark out. the ulcer, we need the data.",2
Inspect and determine the correct boundaries of the atypia.,0
"Find, then verify the pleomorphism for classification.",0
"Your task is to find out if there are {obj}s or not. locate them if there is any present. the cell detection, can you do it?",2
Evaluate and determine the correct boundaries of the blood cells.,0
Can you inspect the mitotic figures in this picture?,0
"Is there any mucin in the region? If yes, mark out.",1
"Is there any invasive carcinoma in the region? If yes, mark out.",2
Scan the image and trace the metastasis accurately.,1
"Please encircle the neutrophilic infiltrate, we need the data.",1
Detect and determine the correct boundaries of the tubules.,1
Your objective is to distinguish the dysplasia efficiently.,0
Can you mark the gangrenous necrosis in this picture?,1
Diagnose the necrosis.,0
Encircle where the metastasis is located in this image.,1
"Your task is to detect the fibrinoid necrosis, can you do it?",1
Analyze the mitotic figures.,0
"Your task is to diagnose the atrophy, can you do it?",0
"Help us trace and evaluate the calcification, it's important.",2
Scan the image and detect and classify the granulation tissue accurately.,2
"Please find out the tumor budding, we need the data.",0
Encircle and categorize the atrophy.,2
Your objective is to find out the metastasis efficiently.,0
Identify the exact location of the cell detection in the given scene.,1
"Is there any atrophy in the region? If yes, mark out.",0
Can you verify the metastasis in this picture?,0
Diagnose and determine the correct boundaries of the pleomorphism.,0
"Find, then categorize the neutrophilic infiltrate for classification.",0
"Is there any edema in the region? If yes, mark out.",1
Detect and classify and highlight the sheets to improve detection.,2
"This image contains a inflammation, diagnose it.",0
We need to assess the tumor budding for further analysis.,0
Highlight and confirm the area containing the ulcer with precision.,2
Verify and highlight the hypertrophy to improve detection.,0
Your objective is to trace and evaluate the fibrinoid necrosis efficiently.,2
"Find, then highlight and confirm the lymphocytic infiltrate for classification.",2
Delimit where the dysplasia is located in this image.,1
"Observe and inspect the granulation tissue, noting key features.",0
"Your task is to spot and recognize the metaplasia, can you do it?",2
Check the er negative.,0
"Find, then mark the hemorrhage for classification.",1
Find out if there are carcinoma in situs or not. Locate them if there is any present.,1
"Help us find out if there are {obj}s or not. locate them if there is any present. the clear cells, it's important.",2
Scan the image and inspect the dysplasia accurately.,0
Distinguish the area containing the atypia with precision.,0
Circle the exact location of the hyperplasia in the given scene.,1
"Observe and map the cell detection, noting key features.",1
"Please categorize the gangrenous necrosis, we need the data.",0
"Is there any {obj} in the region? If yes, mark out. and indicate the atypia, making it clearer.",2
"We need to is there any {obj} in the region? if yes, mark out. the hyperplasia for further analysis.",2
Map the hyalinization and label it properly.,1
Detect and determine the correct boundaries of the tumor budding.,1
"Please recognize the tumor budding, we need the data.",0
Analyze the image and detect where the apoptosis is.,1
Mark the tumor budding.,1
We need to distinguish the mitotic figures for further analysis.,0
Can you encircle and categorize the blood cells in this picture?,2
"Is there any {obj} in the region? If yes, mark out. and indicate the metaplasia, making it clearer.",2
"Your task is to distinguish and highlight the necrosis, can you do it?",2
Determine the atrophy and label it properly.,0
"Separate and indicate the desmoplasianuclear atypia, making it clearer.",1
"Please detect the tissue, we need the data.",1
Your objective is to detect and classify the atrophy efficiently.,2
Highlight and confirm the exact location of the hemorrhage in the given scene.,2
